1221 ____;3345 ____;6666 XXXX;;;;
1221 X___;1334 XO__;3235 XX__;3244 XXXX;;;
1221 X___;1334 XO__;3235 XXO_;3254 XO__;6233 XXXX;;
1221 X___;1334 XO__;3235 XXO_;3254 XXXX;;;
1221 X___;1334 XO__;3235 XXOO;3325 OOOO;5233 XXXX;;
1221 X___;1334 XO__;3235 XXOO;3325 XXXX;;;
1221 X___;1334 XO__;3235 XXX_;3233 XX__;4235 XXXX;;
1221 X___;1334 XO__;3235 XXX_;3233 XXX_;3236 XXXX;;
1221 X___;1334 XO__;3235 XXX_;3233 XXXX;;;
1221 X___;1334 XO__;3235 XXXX;;;;
1221 X___;1334 XOO_;4351 OOO_;1463 XXOO;1643 XXXX;;
1221 X___;1334 XOO_;4351 OOO_;1463 XXX_;1443 XXXX;;
1221 X___;1334 XOO_;4351 OOO_;1463 XXXX;;;
1221 X___;1334 XOO_;4351 OOOO;1543 XXXX;;;
1221 X___;1334 XOO_;4351 XO__;3631 XO__;4233 XXXX;;
1221 X___;1334 XOO_;4351 XO__;3631 XXXX;;;
1221 X___;1334 XOO_;4351 XOO_;3531 XX__;6431 XXXX;;
1221 X___;1334 XOO_;4351 XOO_;3531 XXXX;;;
1221 X___;1334 XOO_;4351 XOOO;1453 XOOO;5431 XXXX;;
1221 X___;1334 XOO_;4351 XOOO;1453 XXXX;;;
1221 X___;1334 XOO_;4351 XX__;3361 XO__;4323 XXXX;;
1221 X___;1334 XOO_;4351 XX__;3361 XXXX;;;
1221 X___;1334 XOO_;4351 XXO_;4431 XOO_;6341 XXXX;;
1221 X___;1334 XOO_;4351 XXO_;4431 XXX_;4631 XXXX;;
1221 X___;1334 XOO_;4351 XXO_;4431 XXXX;;;
1221 X___;1334 XOO_;4351 XXOO;4531 XOOO;5341 XXXX;;
1221 X___;1334 XOO_;4351 XXOO;4531 XXXX;;;
1221 X___;1334 XOO_;4351 XXX_;4341 XX__;3351 XXXX;;
1221 X___;1334 XOO_;4351 XXX_;4341 XXX_;4361 XXXX;;
1221 X___;1334 XOO_;4351 XXX_;4341 XXXX;;;
1221 X___;1334 XOO_;4351 XXXX;;;;
1221 X___;1334 XOOO;3341 XXOO;3431 XXXX;;;
1221 X___;1334 XOOO;3341 XXXX;;;;
1221 X___;1334 XX__;1563 O___;4234 XXOO;4324 XXXX;;
1221 X___;1334 XX__;1563 O___;4234 XXXX;;;
1221 X___;1334 XX__;1563 OO__;5234 XOO_;6324 XXXX;;
1221 X___;1334 XX__;1563 OO__;5234 XXOO;5324 XXXX;;
1221 X___;1334 XX__;1563 OO__;5234 XXX_;6234 XXXX;;
1221 X___;1334 XX__;1563 OO__;5234 XXXX;;;
1221 X___;1334 XX__;1563 X___;1444 XXXX;;;
1221 X___;1334 XX__;1563 XO__;1454 XXO_;1644 XXXX;;
1221 X___;1334 XX__;1563 XO__;1454 XXXX;;;
1221 X___;1334 XX__;1563 XOO_;1355 XO__;1636 XXXX;;
1221 X___;1334 XX__;1563 XOO_;1355 XX__;1654 XXXX;;
1221 X___;1334 XX__;1563 XOO_;1355 XXXX;;;
1221 X___;1334 XX__;1563 XOOO;1356 XOOO;1635 XXXX;;
1221 X___;1334 XX__;1563 XOOO;1356 XXXX;;;
1221 X___;1334 XX__;1563 XX__;1464 XX__;1554 XXXX;;
1221 X___;1334 XX__;1563 XX__;1464 XXO_;1544 XXXX;;
1221 X___;1334 XX__;1563 XX__;1464 XXX_;1664 XXXX;;
1221 X___;1334 XX__;1563 XX__;1464 XXXX;;;
1221 X___;1334 XX__;1563 XXO_;1366 XO__;1535 XXXX;;
1221 X___;1334 XX__;1563 XXO_;1366 XXXX;;;
1221 X___;1334 XX__;1563 XXOO;1365 XOOO;1536 XXXX;;
1221 X___;1334 XX__;1563 XXOO;1365 XXXX;;;
1221 X___;1334 XX__;1563 XXX_;1564 XXXX;;;
1221 X___;1334 XXO_;3351 OO__;1436 XXXX;;;
1221 X___;1334 XXO_;3351 OOO_;1435 XX__;1633 XXXX;;
1221 X___;1334 XXO_;3351 OOO_;1435 XXXX;;;
1221 X___;1334 XXO_;3351 OOOO;1533 XXXX;;;
1221 X___;1334 XXO_;3351 XO__;1346 OO__;3234 XXXX;;
1221 X___;1334 XXO_;3351 XO__;1346 XXXX;;;
1221 X___;1334 XXO_;3351 XOO_;1345 XX__;1363 XXXX;;
1221 X___;1334 XXO_;3351 XOO_;1345 XXXX;;;
1221 X___;1334 XXO_;3351 XX__;3324 XXXX;;;
1221 X___;1334 XXO_;3351 XXO_;6331 XXXX;;;
1221 X___;1334 XXO_;3351 XXOO;1353 XOOO;5331 XXXX;;
1221 X___;1334 XXO_;3351 XXOO;1353 XXXX;;;
1221 X___;1334 XXO_;3351 XXX_;3331 XXXX;;;
1221 X___;1334 XXOO;1343 XOOO;4331 XXXX;;;
1221 X___;1334 XXOO;1343 XXOO;1433 XXXX;;;
1221 X___;1334 XXOO;1343 XXXX;;;;
1221 X___;1334 XXX_;3353 O___;1434 XXX_;1634 XXXX;;
1221 X___;1334 XXX_;3353 O___;1434 XXXX;;;
1221 X___;1334 XXX_;3353 OO__;1534 XXXX;;;
1221 X___;1334 XXX_;3353 X___;1344 XXX_;1364 XXXX;;
1221 X___;1334 XXX_;3353 X___;1344 XXXX;;;
1221 X___;1334 XXX_;3353 XO__;1336 XXXX;;;
1221 X___;1334 XXX_;3353 XOO_;1335 XXXX;;;
1221 X___;1334 XXX_;3353 XX__;1354 XXXX;;;
1221 X___;1334 XXX_;3353 XXO_;1333 XXXX;;;
1221 X___;1334 XXXX;;;;;
1221 XO__;1341 ____;2255 OO__;6622 XXXX;;;
1221 XO__;1341 ____;2255 OOO_;5622 XXOO;6522 XXXX;;
1221 XO__;1341 ____;2255 OOO_;5622 XXXX;;;
1221 XO__;1341 ____;2255 OOOO;5522 XXXX;;;
1221 XO__;1341 ____;2255 XO__;2622 XOO_;6262 XXXX;;
1221 XO__;1341 ____;2255 XO__;2622 XXX_;2626 XXXX;;
1221 XO__;1341 ____;2255 XO__;2622 XXXX;;;
1221 XO__;1341 ____;2255 XOO_;2522 XOO_;5262 XXXX;;
1221 XO__;1341 ____;2255 XOO_;2522 XXX_;2526 XXXX;;
1221 XO__;1341 ____;2255 XOO_;2522 XXXX;;;
1221 XO__;1341 ____;2255 XX__;2262 XXX_;2266 XXXX;;
1221 XO__;1341 ____;2255 XX__;2262 XXXX;;;
1221 XO__;1341 ____;2255 XXO_;2625 OOOO;6252 XXXX;;
1221 XO__;1341 ____;2255 XXO_;2625 XXXX;;;
1221 XO__;1341 ____;2255 XXOO;2525 OOOO;5252 XXXX;;
1221 XO__;1341 ____;2255 XXOO;2525 XXXX;;;
1221 XO__;1341 ____;2255 XXX_;2252 XXO_;2265 XXXX;;
1221 XO__;1341 ____;2255 XXX_;2252 XXX_;2256 XXXX;;
1221 XO__;1341 ____;2255 XXX_;2252 XXXX;;;
1221 XO__;1341 ____;2255 XXXX;;;;
1221 XO__;1341 O___;2254 O___;6126 XXXX;;;
1221 XO__;1341 O___;2254 OO__;5126 XO__;3622 XXXX;;
1221 XO__;1341 O___;2254 OO__;5126 XXOO;6125 XXXX;;
1221 XO__;1341 O___;2254 OO__;5126 XXX_;5125 XXXX;;
1221 XO__;1341 O___;2254 OO__;5126 XXXX;;;
1221 XO__;1341 O___;2254 OOO_;4622 XX__;3522 XXXX;;
1221 XO__;1341 O___;2254 OOO_;4622 XXOO;6422 XXXX;;
1221 XO__;1341 O___;2254 OOO_;4622 XXX_;4422 XXXX;;
1221 XO__;1341 O___;2254 OOO_;4622 XXXX;;;
1221 XO__;1341 O___;2254 OOOO;4522 XXOO;5422 XXXX;;
1221 XO__;1341 O___;2254 OOOO;4522 XXXX;;;
1221 XO__;1341 O___;2254 X___;6216 XXXX;;;
1221 XO__;1341 O___;2254 XO__;6215 OO__;2623 XXXX;;
1221 XO__;1341 O___;2254 XO__;6215 X___;3232 XXXX;;
1221 XO__;1341 O___;2254 XO__;6215 XO__;3262 XXXX;;
1221 XO__;1341 O___;2254 XO__;6215 XX__;6232 XXXX;;
1221 XO__;1341 O___;2254 XO__;6215 XXOO;5216 XXXX;;
1221 XO__;1341 O___;2254 XO__;6215 XXX_;5215 XXXX;;
1221 XO__;1341 O___;2254 XO__;6215 XXXX;;;
1221 XO__;1341 O___;2254 XOO_;2422 XO__;5232 XXXX;;
1221 XO__;1341 O___;2254 XOO_;2422 XOO_;4262 XXXX;;
1221 XO__;1341 O___;2254 XOO_;2422 XX__;2523 XXXX;;
1221 XO__;1341 O___;2254 XOO_;2422 XXX_;2426 XXXX;;
1221 XO__;1341 O___;2254 XOO_;2422 XXXX;;;
1221 XO__;1341 O___;2254 XOOO;2425 XXXX;;;
1221 XO__;1341 O___;2254 XX__;2263 XXO_;2232 XXXX;;
1221 XO__;1341 O___;2254 XX__;2263 XXOO;2236 XXXX;;
1221 XO__;1341 O___;2254 XX__;2263 XXX_;2233 XXXX;;
1221 XO__;1341 O___;2254 XX__;2263 XXXX;;;
1221 XO__;1341 O___;2254 XXO_;2424 OO__;3252 XXXX;;
1221 XO__;1341 O___;2254 XXO_;2424 XO__;2235 XXXX;;
1221 XO__;1341 O___;2254 XXO_;2424 XXX_;2624 XXXX;;
1221 XO__;1341 O___;2254 XXO_;2424 XXXX;;;
1221 XO__;1341 O___;2254 XXOO;2524 OOOO;4252 XXXX;;
1221 XO__;1341 O___;2254 XXOO;2524 XXXX;;;
1221 XO__;1341 O___;2254 XXX_;2253 XX__;2264 XXXX;;
1221 XO__;1341 O___;2254 XXX_;2253 XXXX;;;
1221 XO__;1341 O___;2254 XXXX;;;;
1221 XO__;1341 OO__;3215 OO__;4126 XO__;2423 XXXX;;
1221 XO__;1341 OO__;3215 OO__;4126 XXOO;6124 XXXX;;
1221 XO__;1341 OO__;3215 OO__;4126 XXX_;4124 XXXX;;
1221 XO__;1341 OO__;3215 OO__;4126 XXXX;;;
1221 XO__;1341 OO__;3215 OOO_;5124 XX__;6123 XXXX;;
1221 XO__;1341 OO__;3215 OOO_;5124 XXXX;;;
1221 XO__;1341 OO__;3215 OOOO;5123 XXXX;;;
1221 XO__;1341 OO__;3215 XO__;2234 OOOO;3422 XXXX;;
1221 XO__;1341 OO__;3215 XO__;2234 XXOO;4232 XXXX;;
1221 XO__;1341 OO__;3215 XO__;2234 XXXX;;;
1221 XO__;1341 OO__;3215 XOO_;3123 XX__;4125 XXXX;;
1221 XO__;1341 OO__;3215 XOO_;3123 XXX_;3126 XXXX;;
1221 XO__;1341 OO__;3215 XOO_;3123 XXXX;;;
1221 XO__;1341 OO__;3215 XX__;4216 XXOO;6214 XXXX;;
1221 XO__;1341 OO__;3215 XX__;4216 XXX_;4214 XXXX;;
1221 XO__;1341 OO__;3215 XX__;4216 XXXX;;;
1221 XO__;1341 OO__;3215 XXO_;5214 XX__;6213 XXXX;;
1221 XO__;1341 OO__;3215 XXO_;5214 XXXX;;;
1221 XO__;1341 OO__;3215 XXOO;3125 OOOO;5213 XXXX;;
1221 XO__;1341 OO__;3215 XXOO;3125 XXXX;;;
1221 XO__;1341 OO__;3215 XXX_;3213 XX__;4215 XXXX;;
1221 XO__;1341 OO__;3215 XXX_;3213 XXX_;3216 XXXX;;
1221 XO__;1341 OO__;3215 XXX_;3213 XXXX;;;
1221 XO__;1341 OO__;3215 XXXX;;;;
1221 XO__;1341 OOO_;1123 OOO_;3214 XXXX;;;
1221 XO__;1341 OOO_;1123 XOO_;4213 XXXX;;;
1221 XO__;1341 OOO_;1123 XXO_;3124 XXXX;;;
1221 XO__;1341 OOO_;1123 XXX_;4123 XXXX;;;
1221 XO__;1341 X___;1562 O___;2244 XO__;2323 XXXX;;
1221 XO__;1341 X___;1562 O___;2244 XXXX;;;
1221 XO__;1341 X___;1562 OO__;2245 XO__;2326 XXXX;;
1221 XO__;1341 X___;1562 OO__;2245 XXO_;2325 XXXX;;
1221 XO__;1341 X___;1562 OO__;2245 XXX_;2246 XXXX;;
1221 XO__;1341 X___;1562 OO__;2245 XXXX;;;
1221 XO__;1341 X___;1562 OOOO;2651 XXXX;;;
1221 XO__;1341 X___;1562 X___;2242 XO__;3322 XXXX;;
1221 XO__;1341 X___;1562 X___;2242 XXO_;2322 XXXX;;
1221 XO__;1341 X___;1562 X___;2242 XXX_;4242 XXXX;;
1221 XO__;1341 X___;1562 X___;2242 XXXX;;;
1221 XO__;1341 X___;1562 XO__;5242 XO__;6322 XXXX;;
1221 XO__;1341 X___;1562 XO__;5242 XXO_;5322 XXXX;;
1221 XO__;1341 X___;1562 XO__;5242 XXX_;6242 XXXX;;
1221 XO__;1341 X___;1562 XO__;5242 XXXX;;;
1221 XO__;1341 X___;1562 XOO_;2551 XX__;2661 XXXX;;
1221 XO__;1341 X___;1562 XOO_;2551 XXXX;;;
1221 XO__;1341 X___;1562 XXOO;1652 OOOO;2561 XXXX;;
1221 XO__;1341 X___;1562 XXOO;1652 XXXX;;;
1221 XO__;1341 X___;1562 XXX_;1552 XX__;1662 XXXX;;
1221 XO__;1341 X___;1562 XXX_;1552 XXXX;;;
1221 XO__;1341 X___;1562 XXXX;;;;
1221 XO__;1341 XO__;1156 ____;2243 OOOO;4322 XXXX;;
1221 XO__;1341 XO__;1156 ____;2243 XOOO;2324 XXXX;;
1221 XO__;1341 XO__;1156 ____;2243 XXOO;3242 XXXX;;
1221 XO__;1341 XO__;1156 ____;2243 XXXX;;;
1221 XO__;1341 XO__;1156 OO__;2461 XX__;2531 XXXX;;
1221 XO__;1341 XO__;1156 OO__;2461 XXO_;2631 XXXX;;
1221 XO__;1341 XO__;1156 OO__;2461 XXXX;;;
1221 XO__;1341 XO__;1156 OOO_;5511 XX__;6611 XXXX;;
1221 XO__;1341 XO__;1156 OOO_;5511 XXXX;;;
1221 XO__;1341 XO__;1156 OOOO;5611 XXOO;6511 XXXX;;
1221 XO__;1341 XO__;1156 OOOO;5611 XXXX;;;
1221 XO__;1341 XO__;1156 XO__;1462 XOO_;2451 XXXX;;
1221 XO__;1341 XO__;1156 XO__;1462 XX__;1532 XXXX;;
1221 XO__;1341 XO__;1156 XO__;1462 XXO_;1632 XXXX;;
1221 XO__;1341 XO__;1156 XO__;1462 XXXX;;;
1221 XO__;1341 XO__;1156 XOO_;1515 OO__;6161 XXXX;;
1221 XO__;1341 XO__;1156 XOO_;1515 XO__;6111 XXXX;;
1221 XO__;1341 XO__;1156 XOO_;1515 XOO_;5111 XXXX;;
1221 XO__;1341 XO__;1156 XOO_;1515 XXXX;;;
1221 XO__;1341 XO__;1156 XOOO;1615 OOOO;5161 XXXX;;
1221 XO__;1341 XO__;1156 XOOO;1615 XXXX;;;
1221 XO__;1341 XO__;1156 XX__;1452 XXXX;;;
1221 XO__;1341 XO__;1156 XXO_;1115 XOO_;5151 XXXX;;
1221 XO__;1341 XO__;1156 XXO_;1115 XX__;1616 XXXX;;
1221 XO__;1341 XO__;1156 XXO_;1115 XXXX;;;
1221 XO__;1341 XO__;1156 XXOO;1516 OOOO;6151 XXXX;;
1221 XO__;1341 XO__;1156 XXOO;1516 XOOO;1165 XXXX;;
1221 XO__;1341 XO__;1156 XXOO;1516 XXXX;;;
1221 XO__;1341 XO__;1156 XXX_;1116 XX__;1155 XXXX;;
1221 XO__;1341 XO__;1156 XXX_;1116 XXX_;1166 XXXX;;
1221 XO__;1341 XO__;1156 XXX_;1116 XXXX;;;
1221 XO__;1341 XO__;1156 XXXX;;;;
1221 XO__;1341 XOO_;1135 OO__;4611 XXOO;6411 XXXX;;
1221 XO__;1341 XOO_;1135 OO__;4611 XXX_;4411 XXXX;;
1221 XO__;1341 XOO_;1135 OO__;4611 XXXX;;;
1221 XO__;1341 XOO_;1135 OOO_;4511 XX__;3611 XXXX;;
1221 XO__;1341 XOO_;1135 OOO_;4511 XXOO;5411 XXXX;;
1221 XO__;1341 XOO_;1135 OOO_;4511 XXXX;;;
1221 XO__;1341 XOO_;1135 OOOO;3511 XXXX;;;
1221 XO__;1341 XOO_;1135 XO__;1416 OOOO;4161 XXXX;;
1221 XO__;1341 XOO_;1135 XO__;1416 XO__;2431 XXXX;;
1221 XO__;1341 XOO_;1135 XO__;1416 XOO_;4111 XXXX;;
1221 XO__;1341 XOO_;1135 XO__;1416 XXOO;1614 XXXX;;
1221 XO__;1341 XOO_;1135 XO__;1416 XXX_;1414 XXXX;;
1221 XO__;1341 XOO_;1135 XO__;1416 XXXX;;;
1221 XO__;1341 XOO_;1135 XOO_;1514 OO__;3161 XXXX;;
1221 XO__;1341 XOO_;1135 XOO_;1514 OOOO;4151 XXXX;;
1221 XO__;1341 XOO_;1135 XOO_;1514 XO__;3111 XXXX;;
1221 XO__;1341 XOO_;1135 XOO_;1514 XX__;1613 XXXX;;
1221 XO__;1341 XOO_;1135 XOO_;1514 XXXX;;;
1221 XO__;1341 XOO_;1135 XOOO;1513 OOOO;3151 XXXX;;
1221 XO__;1341 XOO_;1135 XOOO;1513 XXXX;;;
1221 XO__;1341 XOO_;1135 XX__;1114 XO__;1432 XXXX;;
1221 XO__;1341 XOO_;1135 XX__;1114 XXX_;1164 XXXX;;
1221 XO__;1341 XOO_;1135 XX__;1114 XXXX;;;
1221 XO__;1341 XOO_;1135 XXO_;1163 XO__;1415 XXXX;;
1221 XO__;1341 XOO_;1135 XXO_;1163 XOO_;3131 XXXX;;
1221 XO__;1341 XOO_;1135 XXO_;1163 XOOO;6131 XXXX;;
1221 XO__;1341 XOO_;1135 XXO_;1163 XX__;1154 XXXX;;
1221 XO__;1341 XOO_;1135 XXO_;1163 XXX_;1113 XXXX;;
1221 XO__;1341 XOO_;1135 XXO_;1163 XXXX;;;
1221 XO__;1341 XOO_;1135 XXOO;1153 XOOO;5131 XXXX;;
1221 XO__;1341 XOO_;1135 XXOO;1153 XXXX;;;
1221 XO__;1341 XOO_;1135 XXX_;1133 XXX_;1136 XXXX;;
1221 XO__;1341 XOO_;1135 XXX_;1133 XXXX;;;
1221 XO__;1341 XOO_;1135 XXXX;;;;
1221 XO__;1341 XOOO;1134 OOOO;3411 XXXX;;;
1221 XO__;1341 XOOO;1134 XOOO;1413 XXXX;;;
1221 XO__;1341 XOOO;1134 XXOO;4131 XXXX;;;
1221 XO__;1341 XOOO;1134 XXXX;;;;
1221 XO__;1341 XX__;1352 OO__;2441 XXX_;2641 XXXX;;
1221 XO__;1341 XX__;1352 OO__;2441 XXXX;;;
1221 XO__;1341 XX__;1352 OOO_;2541 XXXX;;;
1221 XO__;1341 XX__;1352 XOO_;2331 XXX_;2361 XXXX;;
1221 XO__;1341 XX__;1352 XOO_;2331 XXXX;;;
1221 XO__;1341 XX__;1352 XX__;1442 XXX_;1642 XXXX;;
1221 XO__;1341 XX__;1352 XX__;1442 XXXX;;;
1221 XO__;1341 XX__;1352 XXO_;1542 XXXX;;;
1221 XO__;1341 XX__;1352 XXOO;2351 XXXX;;;
1221 XO__;1341 XX__;1352 XXX_;1332 XXX_;1362 XXXX;;
1221 XO__;1341 XX__;1352 XXX_;1332 XXXX;;;
1221 XO__;1341 XX__;1352 XXXX;;;;
1221 XO__;1341 XXO_;1335 O___;4141 XXX_;6141 XXXX;;
1221 XO__;1341 XXO_;1335 O___;4141 XXXX;;;
1221 XO__;1341 XXO_;1335 OO__;5141 XXXX;;;
1221 XO__;1341 XXO_;1335 X___;1144 XXX_;1146 XXXX;;
1221 XO__;1341 XXO_;1335 X___;1144 XXXX;;;
1221 XO__;1341 XXO_;1335 XO__;6311 XXXX;;;
1221 XO__;1341 XXO_;1335 XOO_;3311 XXX_;5311 XXXX;;
1221 XO__;1341 XXO_;1335 XOO_;3311 XXXX;;;
1221 XO__;1341 XXO_;1335 XX__;1145 XO__;1316 XXXX;;
1221 XO__;1341 XXO_;1335 XX__;1145 XXXX;;;
1221 XO__;1341 XXO_;1335 XXO_;1313 XXXX;;;
1221 XO__;1341 XXO_;1335 XXX_;1315 XXXX;;;
1221 XO__;1341 XXOO;1143 OOOO;4311 XXXX;;;
1221 XO__;1341 XXOO;1143 XOOO;1314 XXXX;;;
1221 XO__;1341 XXOO;1143 XXOO;3141 XXXX;;;
1221 XO__;1341 XXOO;1143 XXXX;;;;
1221 XO__;1341 XXX_;1342 XXOO;2341 XXXX;;;
1221 XO__;1341 XXX_;1342 XXXX;;;;
1221 XOO_;1132 OO__;1145 O___;2216 XXXX;;;
1221 XOO_;1132 OO__;1145 OO__;2214 XXXX;;;
1221 XOO_;1132 OO__;1145 XO__;2215 XXXX;;;
1221 XOO_;1132 OOO_;1415 X___;2213 XXXX;;;
1221 XOO_;1132 OOO_;1415 XO__;2611 XXXX;;;
1221 XOO_;1132 OOO_;1415 XOO_;2511 XXXX;;;
1221 XOO_;1132 OOO_;1415 XXO_;2411 XXXX;;;
1221 XOO_;1132 OOOO;2311 XXXX;;;;
1221 XOO_;1132 XO__;2124 OOO_;5212 XXX_;6212 XXXX;;
1221 XOO_;1132 XO__;2124 OOO_;5212 XXXX;;;
1221 XOO_;1132 XO__;2124 OOOO;4212 XXXX;;;
1221 XOO_;1132 XO__;2124 XOO_;2212 XXXX;;;
1221 XOO_;1132 XO__;2124 XXX_;2125 XXX_;2126 XXXX;;
1221 XOO_;1132 XO__;2124 XXX_;2125 XXXX;;;
1221 XOO_;1132 XO__;2124 XXXX;;;;
1221 XOO_;1132 XOO_;1141 O___;3212 XXXX;;;
1221 XOO_;1132 XOO_;1141 X___;2123 XXXX;;;
1221 XOO_;1132 XOO_;1141 XX__;2151 XXX_;2161 XXXX;;
1221 XOO_;1132 XOO_;1141 XX__;2151 XXXX;;;
1221 XOO_;1132 XOO_;1141 XXO_;2111 XXXX;;;
1221 XOO_;1132 XOO_;1141 XXX_;2141 XXXX;;;
1221 XOO_;1132 XX__;2114 XO__;5122 XXX_;6122 XXXX;;
1221 XOO_;1132 XX__;2114 XO__;5122 XXXX;;;
1221 XOO_;1132 XX__;2114 XOO_;4122 XXXX;;;
1221 XOO_;1132 XX__;2114 XX__;2122 XXXX;;;
1221 XOO_;1132 XXO_;1415 O___;3122 XXXX;;;
1221 XOO_;1132 XXO_;1415 XX__;1612 XXXX;;;
1221 XOO_;1132 XXO_;1415 XXO_;1512 XXXX;;;
1221 XOO_;1132 XXO_;1415 XXX_;1412 XXXX;;;
1221 XOO_;1132 XXOO;1312 OOOO;2131 XXXX;;;
1221 XOO_;1132 XXOO;1312 XXXX;;;;
1221 XOO_;1132 XXX_;1114 XX__;1152 XXX_;1162 XXXX;;
1221 XOO_;1132 XXX_;1114 XX__;1152 XXXX;;;
1221 XOO_;1132 XXX_;1114 XXO_;1142 XXXX;;;
1221 XOO_;1132 XXX_;1114 XXX_;1112 XXXX;;;
1221 XOO_;1132 XXXX;;;;;
1221 XX__;1134 ____;2155 O___;6222 XXX_;6226 XXXX;;
1221 XX__;1134 ____;2155 O___;6222 XXXX;;;
1221 XX__;1134 ____;2155 OO__;5222 XXX_;5226 XXXX;;
1221 XX__;1134 ____;2155 OO__;5222 XXXX;;;
1221 XX__;1134 ____;2155 X___;2222 XXX_;2226 XXXX;;
1221 XX__;1134 ____;2155 X___;2222 XXXX;;;
1221 XX__;1134 ____;2155 XO__;6225 XXXX;;;
1221 XX__;1134 ____;2155 XOO_;5225 XXXX;;;
1221 XX__;1134 ____;2155 XX__;2225 XXXX;;;
1221 XX__;1134 O___;2253 O___;6621 XXXX;;;
1221 XX__;1134 O___;2253 OO__;5621 XXOO;6521 XXXX;;
1221 XX__;1134 O___;2253 OO__;5621 XXX_;5521 XXXX;;
1221 XX__;1134 O___;2253 OO__;5621 XXXX;;;
1221 XX__;1134 O___;2253 X___;6261 XXXX;;;
1221 XX__;1134 O___;2253 XO__;4222 X___;5261 XXXX;;
1221 XX__;1134 O___;2253 XO__;4222 XXX_;4226 XXXX;;
1221 XX__;1134 O___;2253 XO__;4222 XXXX;;;
1221 XX__;1134 O___;2253 XOO_;3222 XX__;4225 XXXX;;
1221 XX__;1134 O___;2253 XOO_;3222 XXX_;3226 XXXX;;
1221 XX__;1134 O___;2253 XOO_;3222 XXXX;;;
1221 XX__;1134 O___;2253 XOOO;3225 XXXX;;;
1221 XX__;1134 O___;2253 XX__;5251 XXX_;6251 XXXX;;
1221 XX__;1134 O___;2253 XX__;5251 XXXX;;;
1221 XX__;1134 O___;2253 XXO_;3223 XXX_;6223 XXXX;;
1221 XX__;1134 O___;2253 XXO_;3223 XXXX;;;
1221 XX__;1134 O___;2253 XXOO;5223 XXXX;;;
1221 XX__;1134 O___;2253 XXX_;2223 XXXX;;;
1221 XX__;1134 OO__;4251 XO__;3621 XXOO;6321 XXXX;;
1221 XX__;1134 OO__;4251 XO__;3621 XXX_;3321 XXXX;;
1221 XX__;1134 OO__;4251 XO__;3621 XXXX;;;
1221 XX__;1134 OO__;4251 XOO_;3521 XX__;6421 XXXX;;
1221 XX__;1134 OO__;4251 XOO_;3521 XXOO;5321 XXXX;;
1221 XX__;1134 OO__;4251 XOO_;3521 XXXX;;;
1221 XX__;1134 OO__;4251 XOOO;5421 XXXX;;;
1221 XX__;1134 OO__;4251 XX__;3261 XO__;4223 XXXX;;
1221 XX__;1134 OO__;4251 XX__;3261 XXXX;;;
1221 XX__;1134 OO__;4251 XXO_;4421 XOO_;6241 XXXX;;
1221 XX__;1134 OO__;4251 XXO_;4421 XXX_;4621 XXXX;;
1221 XX__;1134 OO__;4251 XXO_;4421 XXXX;;;
1221 XX__;1134 OO__;4251 XXOO;4521 XOOO;5241 XXXX;;
1221 XX__;1134 OO__;4251 XXOO;4521 XXXX;;;
1221 XX__;1134 OO__;4251 XXX_;4241 XX__;3251 XXXX;;
1221 XX__;1134 OO__;4251 XXX_;4241 XXX_;4261 XXXX;;
1221 XX__;1134 OO__;4251 XXX_;4241 XXXX;;;
1221 XX__;1134 OO__;4251 XXXX;;;;
1221 XX__;1134 OOO_;3241 XOOO;4321 XXXX;;;
1221 XX__;1134 OOO_;3241 XXOO;3421 XXXX;;;
1221 XX__;1134 OOO_;3241 XXXX;;;;
1221 XX__;1134 X___;1256 X___;2224 XXX_;4224 XXXX;;
1221 XX__;1134 X___;1256 X___;2224 XXXX;;;
1221 XX__;1134 X___;1256 XO__;5224 XXX_;6224 XXXX;;
1221 XX__;1134 X___;1256 XO__;5224 XXXX;;;
1221 XX__;1134 X___;1256 XOO_;1525 XXXX;;;
1221 XX__;1134 X___;1256 XOOO;1625 XXXX;;;
1221 XX__;1134 X___;1256 XXO_;1626 XXXX;;;
1221 XX__;1134 X___;1256 XXOO;1265 XOOO;1526 XXXX;;
1221 XX__;1134 X___;1256 XXOO;1265 XXXX;;;
1221 XX__;1134 X___;1256 XXX_;1255 XX__;1266 XXXX;;
1221 XX__;1134 X___;1256 XXX_;1255 XXXX;;;
1221 XX__;1134 X___;1256 XXXX;;;;
1221 XX__;1134 XO__;3253 ____;1611 XXX_;1661 XXXX;;
1221 XX__;1134 XO__;3253 ____;1611 XXXX;;;
1221 XX__;1134 XO__;3253 O___;1426 X___;1511 XXXX;;
1221 XX__;1134 XO__;3253 O___;1426 XO__;1561 XXXX;;
1221 XX__;1134 XO__;3253 O___;1426 XXXX;;;
1221 XX__;1134 XO__;3253 OO__;1326 XX__;1425 XXXX;;
1221 XX__;1134 XO__;3253 OO__;1326 XXXX;;;
1221 XX__;1134 XO__;3253 OOO_;1325 XXXX;;;
1221 XX__;1134 XO__;3253 X___;1246 X___;1551 XXXX;;
1221 XX__;1134 XO__;3253 X___;1246 XO__;1651 XXXX;;
1221 XX__;1134 XO__;3253 X___;1246 XXXX;;;
1221 XX__;1134 XO__;3253 XO__;1623 OOOO;6231 XXXX;;
1221 XX__;1134 XO__;3253 XO__;1623 XO__;1245 XXXX;;
